name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
pumped up kicks,torches,foster the people,7w87ixuo7bdcj3yuqcymtt,2011-05-23,84,239600,0.733,0.145,0.71,0.115,0.0956,0.965,-5.849,0.0292,127.975,5,4,happy
quiet room,music for mindfulness,various artists,5utfztullgbq1qfywzg7jx,2017-10-20,0,156413,0.374,0.995,0.068,0.934,0.119,0.241,-21.842,0.0517,66.01,11,4,calm
raven's feather - piano solo,raven's feather (piano solo),nina june,7sbla4bk7gpf2h42k6y0h3,2019-12-20,34,256259,0.594,0.988,0.0624,0.928,0.109,0.0738,-19.409,0.0472,123.999,10,4,calm
reality,reality ep,chocolate puma,3sqyzak7duy3u4apojcrzj,2018-10-22,42,213750,0.6509999999999999,0.000934,0.836,0.932,0.112,0.0741,-6.154,0.0588,127.986,6,4,happy
rebuscano,rebuscano,olivia belli,55vx26x342cwbm7akigws7,2020-06-26,37,173319,0.416,0.99,0.0322,0.929,0.101,0.0614,-29.145,0.0451,120.321,2,4,calm
recording 15,living water,shannon lay,1vnfyczccjz0fy7mvva9lm,2017-09-22,60,242000,0.552,0.956,0.126,0.0153,0.109,0.439,-18.014,0.0306,92.441,11,4,sad
remains,remains,dries beheydt,288oxp29qe5fikfic1b1gd,2020-04-25,32,228622,0.157,0.991,0.0755,0.897,0.184,0.119,-23.545,0.051,71.23,7,4,calm
renee's song,renee's song,bazzi,13imiwdy7pge1f7nwykr1d,2020-04-01,73,130545,0.593,0.794,0.229,0.0,0.1669999999999999,0.42,-8.888,0.0307,117.823,9,4,sad
rescue me,rescue me,dubvision,7dp18u679fmurjsuxuxmhu,2019-06-14,57,187382,0.494,0.069,0.7390000000000001,0.000368,0.0664,0.235,-4.61,0.0427,128.007,6,4,energetic
retrospectacular,retrospectacular,domaine blanc,58z8r4kzpbftc6kvyzlwtb,2020-06-01,50,200000,0.368,0.81,0.293,0.8640000000000001,0.11,0.197,-16.379,0.0346,119.977,9,4,calm
revitalize,unification,yonder dale,1spc2ir2uwzyuritfre1h3,2020-05-22,34,198545,0.597,0.95,0.327,0.96,0.0966,0.0399,-15.743,0.0342,109.99,9,4,calm
rise (ft. matluck) - thomas gold remix,rise (ft. matluck) [thomas gold remix],nicky romero,24fghf9yplshowknhign8p,2018-10-10,0,225937,0.501,0.0071,0.784,0.000257,0.155,0.216,-4.292,0.0417,128.05200000000002,7,4,energetic
river,bones,st woods,2mxnsggq0k4qfcymw0rcck,2020-05-08,42,276960,0.304,0.73,0.317,0.00519,0.118,0.0596,-10.52,0.0285,147.83,11,4,sad
"rocket man (i think it's going to be a long, long time)",honky chateau,elton john,3gdewacmivmewvbyb8o9sy,1972-05-19,82,281613,0.601,0.4320000000000001,0.532,6.25e-06,0.0925,0.341,-9.119,0.0286,136.571,10,4,happy
rylan,i am easy to find,the national,18iyalmzgqutwvzstmf7a1,2019-05-17,56,223853,0.609,0.403,0.789,0.0811,0.0446,0.7170000000000001,-5.565,0.0468,144.047,11,4,sad
sahara love - seven lions remix,sahara love,above & beyond,6kjtxwntv8pabcl3el9tnv,2019-03-08,52,322892,0.275,0.0418,0.659,4.15e-05,0.079,0.149,-5.631,0.039,144.908,6,4,energetic
samson,begin to hope (special edition),regina spektor,2bbhyuwj5vjdfi3p4prlu2,2006-06-13,51,189335,0.49,0.862,0.193,9.74e-06,0.113,0.184,-9.544,0.0421,89.154,11,4,sad
saving daylight,saving daylight,harvest silence,0rdxzpadpgmbt8on1dxett,2020-05-01,52,206820,0.526,0.456,0.385,0.922,0.0935,0.212,-13.755,0.0296,120.008,0,4,calm
schloss,schloss,elmau dunkel,07emfv0aoknsbtnonzmmjj,2019-05-24,51,222093,0.438,0.968,0.073,0.755,0.0935,0.0668,-21.94400000000001,0.0411,79.973,1,4,calm
secrets,secrets,erik frank,3pgyowmcia5r4ilrnghwyf,2018-09-28,57,215714,0.743,0.762,0.748,6.25e-05,0.0939,0.476,-4.822,0.0519,126.086,0,4,energetic
send me on my way,music from party of five,various artists,6hs3sdnbo3f6vqupo4kbeb,1996-11-12,73,263333,0.5,0.114,0.6809999999999999,4.01e-05,0.139,0.745,-9.556,0.0672,119.46,0,4,happy
she remembers (piano solo),she remembers (piano solo),pieter savenberg,2uaxtr0xv4scdq6wilvnxc,2020-07-30,27,122537,0.619,0.996,0.0203,0.944,0.0812,0.337,-26.572,0.0369,135.86,6,4,calm
shifts of light,still waters,avery young,0kn1zd8k3mtpqyix892mcf,2018-10-30,53,261613,0.455,0.931,0.216,0.921,0.0839,0.179,-20.107,0.0363,171.93599999999995,3,4,calm
shimmer,the best of fuel,fuel,6dzbmjkvzpz1mrdobaoji8,2005,57,213948,0.263,0.00192,0.784,0.0,0.15,0.385,-6.513999999999999,0.054,114.671,7,4,energetic
should have known better,carrie & lowell,sufjan stevens,5i6y1kwmuov5ycaiecs1qs,2015-03-31,65,307697,0.5710000000000001,0.979,0.172,0.275,0.124,0.297,-20.7,0.0318,90.972,7,4,sad
silhouette,have you in my wilderness,julia holter,4rinlzzh1xd4xqbiwy7zfm,2015-09-25,37,233546,0.445,0.173,0.469,0.000624,0.0998,0.535,-5.981,0.0291,178.05200000000005,8,4,sad
silver lining,silver lining,pieter de graaf,4w7vmuyvony198g1c79psq,2020-04-17,46,225839,0.317,0.986,0.106,0.899,0.111,0.108,-20.574,0.0302,78.66,1,4,calm
simple song,the boy who cried wolf,passenger,70hwrkitkakfos500lbk0t,2017-07-28,62,228480,0.631,0.616,0.402,0.0114,0.0892,0.598,-11.125,0.0286,78.0,5,4,sad
sintra,reflections,made of gold,0b6iqfslnygz5vczwndlz9,2020-06-09,49,201951,0.395,0.984,0.147,0.909,0.0724,0.1669999999999999,-19.174,0.051,164.176,2,4,calm
siren song - radio edit,siren song,camelphat,1ugxhkyk50nixnqbkn73ds,2015-12-25,39,207301,0.71,0.00891,0.705,0.16,0.177,0.34,-7.417000000000002,0.0345,119.986,7,4,happy
skinny love,"for emma, forever ago",bon iver,1nyfrrfijajiar6icj1goi,2008-05-12,67,238532,0.5920000000000001,0.8420000000000001,0.256,2.38e-06,0.088,0.103,-14.031,0.0449,76.361,4,4,sad
sleep,son of a lady,hope sandoval and the warm inventions,7c0nad1gsrgztkgmbg7m7i,2017-09-15,25,228873,0.55,0.843,0.596,0.462,0.15,0.207,-8.962,0.0335,143.18200000000004,10,4,sad
smile,"alright, still (deluxe)",lily allen,79z9qkhheptfssevw9uyj0,2006-07-14,75,196893,0.632,0.00143,0.639,0.0,0.221,0.733,-5.938,0.0259,95.506,5,4,happy
smooth criminal,anthology,alien ant farm,2t3bluc9jnui2a0zhunoag,2001-01-01,0,209266,0.653,0.00287,0.966,0.0026,0.143,0.8740000000000001,-4.2360000000000015,0.0598,126.921,9,4,energetic
snowfall,piano piano,florejan,51usovxexlh3evl3rwwjp7,2019-11-29,31,164703,0.4370000000000001,0.984,0.0747,0.914,0.109,0.175,-20.209,0.0648,117.078,1,4,calm
some kind of love,wonderful wonderful,the killers,0vicqm86o7gnt42gdg34sa,2017-09-22,55,278093,0.246,0.713,0.482,0.226,0.102,0.0776,-9.949,0.0359,141.863,8,4,sad
somebody - josef bamba remix radio edit,somebody (josef bamba remixes),oliver ingrosso,5riun21i50r717iomcj7kr,2017-07-21,42,227404,0.67,0.00162,0.88,0.0,0.261,0.312,-6.419,0.044,121.004,4,4,happy
somebody that i used to know,making mirrors,gotye,1qdrwa6lyx8clecdze7tv7,2011-01-01,77,244884,0.865,0.5479999999999999,0.521,0.000115,0.0989,0.748,-6.932,0.0371,129.059,0,4,happy
someday,chapter i,city of the sun,5zoetbdo9nons4knibxtnx,2019-11-15,53,288040,0.5720000000000001,0.265,0.5710000000000001,0.917,0.109,0.115,-10.067,0.0331,96.986,8,4,calm
someone like you,21,adele,6qpkygnaw9qozvz2dswqrg,2011-01-19,79,285240,0.5539999999999999,0.893,0.321,0.0,0.0996,0.288,-8.251,0.028,135.047,9,4,sad
someone new,someone new,thomas gold,2gkptpfly0ng8jrahposnn,2019-06-14,58,182812,0.655,0.00297,0.794,1.34e-05,0.1,0.389,-5.29,0.0765,127.957,6,4,happy
somewhere only we know,somewhere only we know,valentin,1ewyal8sdjpix0m9b1arap,2020-05-25,51,193750,0.472,0.84,0.305,0.0,0.142,0.584,-11.465,0.0295,165.9,8,4,sad
"song to the siren - recorded at strongroom studios, london",spotify singles,wolf alice,0hx6wjdplmpt254f9uyqnu,2017-11-15,42,211159,0.371,0.963,0.15,0.0,0.124,0.0785,-11.116,0.0294,68.774,2,4,sad
south beach,south beach,vicetone,4gqvsxo7jkxg43umad1tbb,2018-10-12,54,201951,0.501,0.0303,0.887,2.64e-05,0.114,0.336,-3.941,0.0424,123.052,1,4,energetic
spirit in the sky,spirit in the sky,norman greenbaum,7fqhrljzkhj0rw32n0y2gp,1969-01-01,0,242893,0.537,0.0939,0.606,0.00559,0.11,0.5820000000000001,-7.047999999999999,0.0347,128.73,2,4,happy
stay,stay,gracie abrams,0uon5nssakbdx69xyoaq5p,2019-11-21,67,177152,0.618,0.883,0.37,0.0,0.123,0.433,-10.5,0.0543,114.26,10,4,sad
stay home,stay home,golden sleep,5nrwr6u9kbi3np7hr7fyy8,2020-04-24,34,176000,0.234,0.992,0.174,0.942,0.148,0.362,-21.752,0.0376,66.301,9,4,calm
stay still,stay still,alberto l. ferro,12nljypoumav4vqxfvfaw1,2020-03-20,30,283506,0.382,0.987,0.0305,0.7829999999999999,0.0921,0.0835,-26.271,0.0574,72.398,11,4,calm
still alive,still alive,mastrovita,3y6wj6drp3qmgxev2zczbn,2018-06-07,42,141951,0.65,0.3,0.912,0.6679999999999999,0.306,0.7290000000000001,-4.2780000000000005,0.055,126.073,11,4,energetic
still waiting to start,"the sun will come up, the seasons will change & the flowers will fall",nina nesbitt,1yertbtif9fkgxaelyljoa,2019-11-22,54,183173,0.615,0.639,0.332,0.0,0.15,0.515,-10.161,0.0295,125.894,7,4,sad
strange dreams,solo piano,ella van der woude,0yxpmthf2ohlqcyigksrzy,2020-02-14,30,133918,0.308,0.988,0.0229,0.8190000000000001,0.0935,0.148,-26.941,0.0406,145.717,9,4,calm
streets,rivals,kensington,265pozgwcywo6h5tq7kia6,2014-08-08,0,185358,0.376,0.000874,0.7709999999999999,8.98e-06,0.274,0.419,-5.8,0.0422,168.15400000000002,6,4,happy
stuck in the middle with you,reservoir dogs (original motion picture soundtrack),various artists,1b7lmtxcxgc2ewoipli35z,2009-01-01,73,203893,0.795,0.0934,0.564,0.000531,0.0631,0.961,-10.482,0.0392,124.166,7,4,happy
stupify,the sickness (10th anniversary edition),disturbed,54cwvwqgyfukgdkqymakm3,2010-03-12,61,274000,0.597,0.00108,0.939,9.77e-05,0.201,0.422,-3.0010000000000003,0.0446,98.0,1,4,energetic
suds & soda,worst case scenario,deus,0maunkwshkrj4qjldubg66,1994-01-01,42,314200,0.149,8.51e-05,0.79,0.000248,0.0903,0.39,-7.93,0.052,170.28900000000004,4,4,happy
suhpratti,hum,parazal,4a6c6k8c8iukpda2f0ri8j,2020-07-24,38,186542,0.564,0.974,0.0515,0.765,0.114,0.214,-15.118,0.0338,93.961,11,4,calm
summer-blink,treasure hiding: the fontana years,cocteau twins,66epoq09v61hukb4sdm3q4,2018-10-05,22,189653,0.491,0.168,0.599,0.0,0.166,0.189,-6.7410000000000005,0.0274,80.048,5,4,sad
sunspots,comforter,bodywash,2ynequczaqpkso8vff00cr,2019-08-30,7,283230,0.379,0.00565,0.499,0.125,0.077,0.335,-13.923,0.0411,155.993,4,4,sad
supermarket,manuela,manuela,2k1omojqhbojf3nt4j6meq,2017-04-21,17,224727,0.588,0.812,0.352,0.0564,0.126,0.655,-9.624,0.0403,146.718,10,4,sad
superstition,number 1's,stevie wonder,4dwrl3z5u2rz6mzike2pgl,2007-01-01,1,244826,0.648,0.0182,0.7509999999999999,0.000401,0.0418,0.863,-8.582,0.0806,100.437,8,4,happy
take everything,take everything,gareth emery,2l93hpsnj8scbhiqfzzh1b,2018-12-14,54,212238,0.506,0.0234,0.823,0.000916,0.303,0.405,-5.272,0.0424,133.954,6,4,happy
take on me,hunting high and low,a-ha,2wfaoimkcvy7f5fcp2zz8l,1985-06-01,84,225280,0.573,0.018,0.902,0.00125,0.0928,0.8759999999999999,-7.638,0.054,84.412,6,4,happy
takeoff,takeoff,silo silo,4iksrwtbu0vlsqmzuxsgxr,2020-05-01,53,194666,0.44,0.625,0.32,0.8859999999999999,0.0823,0.0694,-12.011,0.0323,180.03599999999997,4,4,calm
target,target,tom kalani,60thxabtlahzlkxrdwl9cp,2019-11-16,55,183000,0.55,0.7140000000000001,0.471,0.952,0.0815,0.261,-16.049,0.0295,159.983,5,4,calm
teardrop - remastered 2006,bite size massive attack,massive attack,1zekzmhum380sfcuzepjml,2006-01-01,0,328026,0.612,0.0204,0.463,0.653,0.183,0.17,-7.653,0.035,76.98,11,4,sad
teardrops - single version,music for groovin',various artists,5hikqllj3lauz8j9yhb0hx,2007-01-01,60,230573,0.879,0.037,0.693,0.119,0.18,0.966,-10.577,0.046,133.231,11,4,happy
teenage dirtbag,wheatus,wheatus,25ftmokyebewhedss5jlzs,1999-02-15,68,241666,0.625,0.346,0.85,0.000233,0.174,0.633,-3.904,0.0495,94.661,4,4,happy
tegel,tegel,lambert,5vh9sujtiivwtvkmif40wy,2020-05-01,42,151764,0.233,0.993,0.0997,0.937,0.105,0.123,-25.616,0.0456,84.309,1,4,calm
telling tales,telling tales,song sung,3afzwvkaf2ipi68bmvvfwq,2020-05-26,36,252499,0.425,0.0262,0.555,0.284,0.206,0.247,-11.806,0.0287,108.991,0,4,sad
thank you for the venom,three cheers for sweet revenge,my chemical romance,0bpkpyxhwstawkgxeod1sn,2004-06-08,61,221093,0.486,0.00237,0.977,0.0,0.298,0.413,-3.463,0.0603,103.501,7,4,energetic
the a team,the a team,ed sheeran,2vbf8a6n0reigm7rsum65s,2011-05-01,34,258588,0.626,0.6779999999999999,0.286,0.0,0.134,0.366,-9.933,0.0374,84.954,9,4,sad
the boys are back in town,jailbreak (deluxe edition),thin lizzy,2iaq1y8jevoqm6oa8l0xto,1976,0,266720,0.319,0.242,0.7120000000000001,0.000414,0.294,0.773,-9.742,0.0535,78.11399999999998,8,4,happy
the calvary cross,live in studio,still corners,65ip0rtvp6hfkiunodg2vk,2019-11-25,32,306893,0.6609999999999999,0.675,0.425,0.13,0.104,0.19,-10.317,0.0312,114.042,9,4,sad
the choice,the last of us,gustavo santaolalla,2ixjyg1dx93g2ehfxghz37,2013-06-07,59,102373,0.303,0.909,0.00338,0.89,0.116,0.347,-30.932,0.0493,50.96,4,4,calm
the dazzler,ex:re,ex:re,12oa6khyn9fampdcpsm54i,2018-11-30,0,281567,0.775,0.343,0.218,0.00596,0.0866,0.361,-11.0,0.0461,133.036,9,4,sad
the disappearance of the unmoved mover,the disappearance of the unmoved mover,so vea,62ueghla1sot2rhvaymn6k,2020-03-06,54,269296,0.627,0.879,0.4270000000000001,0.878,0.0977,0.132,-11.498,0.0283,112.043,11,4,calm
the discovery,the discovery,sulfur springs,5nkk0t7lylydst5audykmq,2019-10-04,55,193000,0.414,0.8270000000000001,0.127,0.8220000000000001,0.0919,0.0354,-22.097,0.0383,130.02100000000002,0,4,calm
the five times i loved you,pyramid train,cora zea,0w4ruo3m0jl0whads0plme,2020-05-15,50,205695,0.41,0.988,0.0845,0.93,0.109,0.0795,-21.814,0.0327,92.033,4,4,calm
the funeral,the road mix: music from the television series one tree hill vol. 3,various artists,4ao5jxfoimjglvo8sjpjfr,2007-04-02,0,321146,0.316,0.0143,0.769,0.0,0.0928,0.118,-5.285,0.0422,122.458,0,4,sad
the hardest button to button,elephant,the white stripes,5vvwpth7ccuhil5wsug7ky,2003-04-01,56,212426,0.6920000000000001,0.0097,0.515,0.292,0.103,0.5489999999999999,-8.488,0.0678,128.469,4,4,energetic
the hell song,all the good sh**. 14 solid gold hits (2000-2008),sum 41,2iyrivrfexwd7yrfpqub7l,2009-01-01,37,199493,0.343,0.000135,0.956,0.00165,0.143,0.5529999999999999,-5.073,0.0739,173.325,8,4,energetic
the hunger,the hunger,bat for lashes,7aasbmyceuxcgsvcmzmfej,2019-08-05,26,299000,0.436,0.0402,0.753,0.0204,0.148,0.399,-9.76,0.0359,89.96799999999998,4,4,sad
the joker,the joker,steve miller band,1bp2io61zbqrbwnmkkxg3f,1973-01-01,77,264503,0.596,0.365,0.448,5.3e-06,0.206,0.7959999999999999,-9.616,0.0396,83.29299999999998,5,4,happy
the king (with dzeko),the king (with dzeko),dimitri vangelis & wyman,40ubcjwywpqowfvv4dpvfc,2019-06-14,59,209493,0.655,0.0587,0.726,0.00311,0.145,0.292,-4.614,0.0324,128.001,9,4,energetic
the safety dance,greatest,men without hats,5o4nfbdqj8sofbjnihdpdt,2013-02-11,61,164866,0.524,0.0252,0.8809999999999999,0.0,0.101,0.62,-4.479,0.0468,101.677,5,4,happy
the temporary,the temporary,kate teague,5g5dwjd6zwxg81lrdesnqr,2020-06-16,36,219018,0.5489999999999999,0.292,0.524,0.0366,0.122,0.229,-8.288,0.0261,94.991,0,4,sad
the wall,the wall,alok,0qp1ih1ekrcnabfgzxnmut,2019-06-28,59,159500,0.682,0.00953,0.91,0.0673,0.0732,0.536,-2.314,0.0431,122.943,11,4,energetic
there for you,there for you,gorgon city,4qv71lfpcobf7zol1uwcjb,2019-08-16,68,186493,0.5329999999999999,0.00529,0.8440000000000001,8.909999999999997e-05,0.0722,0.7120000000000001,-5.04,0.0302,123.971,11,4,energetic
thin white duchess,thin white duchess,martin thulin,0qevfrz5eixah4vzwevik4,2020-01-31,28,252392,0.537,0.115,0.655,0.294,0.243,0.283,-8.193999999999999,0.0374,119.965,7,4,sad
thirteen thirty-five,this silence kills,dillon,3n2vr4m44bbzivcz0o4bnf,2011-11-11,0,223085,0.67,0.7859999999999999,0.293,0.0,0.215,0.36,-10.56,0.0486,66.97399999999999,5,4,sad
this reminds you - satie remix,this reminds you,remy van kesteren,7sjm369jitaqlnkymeme7f,2019-02-01,0,321146,0.258,0.87,0.0589,0.898,0.148,0.0378,-23.782,0.0381,98.874,5,4,calm
tilted towers,tilted towers,alesso,5hdaqegqnitmjnacflohqd,2018-11-30,50,259475,0.7020000000000001,0.000771,0.8420000000000001,0.828,0.28,0.175,-5.059,0.0331,124.01,7,4,happy
time out,time out,amoll,4cysf9mujowxtmtvt39htl,2020-01-03,32,174240,0.695,0.988,0.0761,0.929,0.133,0.262,-17.043,0.0399,125.017,9,4,calm
time travel,rooftops,ambie,2enh05q7pkilef6wujxnjg,2020-06-22,39,160788,0.502,0.965,0.289,0.913,0.153,0.156,-17.378,0.0307,137.92600000000002,8,4,calm
tiptoeing,tiptoeing,jacco wynia,28nlvohu6nbkhnpmoxr8ud,2020-03-20,37,120536,0.467,0.986,0.1369999999999999,0.928,0.101,0.0687,-23.087,0.043,118.715,0,4,calm
to the hilt,to the hilt,banks,41bqxcndrcysbjnjktpcdp,2016-09-16,42,276746,0.327,0.948,0.101,0.0,0.0945,0.0866,-13.949000000000002,0.0525,171.734,8,4,sad
to the moon,to the moon,junodream,65aabj5xsdcxgt92w3jk0o,2018-05-08,0,170021,0.703,0.356,0.352,0.00378,0.0715,0.85,-14.859000000000002,0.0428,108.003,4,4,sad
tomorrow,tomorrow,annelie,6tcyeip0uv6lxkmt4fcqf5,2020-07-03,39,208520,0.325,0.964,0.0809,0.8390000000000001,0.118,0.0604,-24.493,0.0527,178.30700000000004,5,4,calm
trees - solo piano,trees,patrick hamilton,2sdxyhbst2s6dgodsgnnbm,2020-06-26,31,174890,0.282,0.957,0.0717,0.919,0.0996,0.206,-25.816,0.053,163.128,5,4,calm
tuesday,tuesday,annelie,2guchyit1fmdtxtxl6sbue,2020-04-03,47,191293,0.3229999999999999,0.99,0.0214,0.902,0.0891,0.0703,-30.328000000000007,0.0384,104.033,4,4,calm
twist and shout - remastered 2009,please please me (remastered),the beatles,5zbeml7lf3fmevvityvi8l,1963-03-22,74,155226,0.482,0.6409999999999999,0.8490000000000001,7.74e-06,0.0414,0.937,-9.198,0.0452,124.631,2,4,happy
two princes,pocket full of kryptonite,spin doctors,4epp9so5xrzspjlfvvbj90,1991-08-27,72,256733,0.5429999999999999,0.00162,0.912,2.1e-06,0.0565,0.836,-10.71,0.0601,103.731,7,4,happy
ufof,ufof,big thief,0dzfbejhopyjhqoatke3kz,2019-02-26,0,188413,0.623,0.638,0.613,0.5720000000000001,0.143,0.745,-9.241,0.0309,147.168,10,4,sad
under a killing moon,the artist in the ambulance,thrice,0xiivuyimrmkuyjkkiilpw,2003-01-01,41,161733,0.414,7.12e-06,0.988,0.44,0.0709,0.489,-3.703,0.0786,184.995,8,4,energetic
understudy,understudy,josie mehlin,0y41zfnvanrqp9dqiagwbc,2019-09-14,51,163875,0.494,0.983,0.263,0.92,0.0746,0.105,-16.817999999999998,0.0325,159.875,0,4,calm
underwater - tinlicker remix,underwater (tinlicker remix),gabriel & dresden,7ku9ctunocfqwp6z04qtry,2018-05-01,53,239894,0.627,0.0607,0.857,0.835,0.132,0.124,-8.253,0.0402,121.976,7,4,happy
unintended,showbiz,muse,6kyxqufd38mo4s3urd2wkw,1999,61,237026,0.487,0.647,0.279,0.00185,0.11,0.162,-11.586,0.0265,139.362,6,4,sad
universe,universe,noah vanden abeele,0vrjzyzpekz3vlijou3w6a,2018-10-12,25,250987,0.623,0.994,0.134,0.935,0.192,0.171,-18.953,0.0478,62.562,5,4,calm
uprising,the resistance,muse,4vqporuhp5edpber92t6lq,2009-09-10,75,304840,0.602,0.000202,0.905,0.064,0.117,0.411,-4.046,0.0775,128.019,2,4,energetic
used to be,used to be,jurrivh,0p44zfo2s1c50vmx0b7mpf,2020-06-20,38,265641,0.201,0.989,0.0394,0.8390000000000001,0.0881,0.0754,-21.798,0.0334,73.742,10,4,calm
vagabond,vagabond,steve gunn,5gdzbpycrrpf5mc4vomg89,2019-01-08,20,301960,0.545,0.0888,0.7879999999999999,0.0258,0.0765,0.647,-3.968,0.0281,129.922,11,4,sad
vague,envision,amaranth cove,3ioxcewmocrtyl5txfdzwu,2020-01-03,59,143000,0.32,0.8809999999999999,0.253,0.935,0.121,0.125,-17.843,0.0356,140.029,10,4,calm
venom,venom,dave202,4evap7mwnjdmkadxxeuf5t,2018-07-13,42,194500,0.357,0.159,0.851,0.866,0.146,0.241,-6.103,0.0534,130.013,2,4,happy
video killed the radio star,the age of plastic,the buggles,7o7e1nrhwncyy7py94gcix,1980-01-10,71,252773,0.68,0.103,0.6779999999999999,0.00828,0.204,0.251,-11.548,0.0754,131.165,1,4,happy
viva la vida,viva la vida (prospekt's march edition),coldplay,5s6pyzd8wh3oqapdhtdm9m,2008-11-24,56,242373,0.485,0.0941,0.619,3.31e-06,0.109,0.416,-7.115,0.0289,138.017,5,4,happy
waiting,skisser,alice boman,7eclklwbrr3toryedzadki,2013-05-22,0,184320,0.236,0.975,0.33,0.126,0.116,0.0827,-10.085,0.0325,86.546,8,4,sad
waiting like the storm,nocturne in green,rand aldo,1ciizffelxmwlykagdptul,2019-12-06,52,257625,0.162,0.946,0.0564,0.889,0.101,0.0361,-20.696,0.0341,60.01,5,4,calm
war,rivals,kensington,3h1in20dlo5kasp1vled90,2014-08-08,0,176652,0.6409999999999999,0.079,0.8059999999999999,0.00158,0.0708,0.721,-6.2810000000000015,0.0323,125.987,8,4,happy
wash it all away,got your six (deluxe),five finger death punch,6akwovoj81oqfsgxzbj6qn,2015-09-04,63,224906,0.485,2.08e-05,0.987,0.0,0.267,0.272,-3.1,0.0738,123.576,4,4,energetic
watching clouds disappear,watching clouds disappear,florejan,18hzyqsqdmtxv5i9yshjtw,2020-05-15,35,142861,0.495,0.99,0.0191,0.902,0.113,0.243,-26.317,0.0362,112.814,5,4,calm
water colors,water colors,star slide,7rpgof9mwcp2oaz9ydo452,2019-09-18,50,182079,0.465,0.633,0.12,0.937,0.085,0.0659,-19.328,0.0386,72.021,7,4,calm
wave of mutilation,wave of mutilation,beacon,1beljqozpnnjsc3nfiahxs,2020-01-10,31,149635,0.481,0.8420000000000001,0.229,0.00205,0.105,0.0525,-13.5,0.0342,92.014,6,4,sad
we wait,for their love,other lives,3qeaxgkrvt8cfhdrfdk5pl,2020-04-24,39,221662,0.387,0.654,0.5770000000000001,0.127,0.163,0.447,-8.259,0.0353,149.048,1,4,sad
what i like about you,what i like about you (and other romantic hits),the romantics,6ndcsehpggayxnnnhgs2s6,1990,68,175400,0.542,0.319,0.915,5.34e-05,0.171,0.92,-9.637,0.0549,159.81,9,4,happy
what should have been,what should have been,ron verboom,0jocizo7hg4jxl3o9mraka,2020-03-06,30,152157,0.322,0.994,0.149,0.92,0.122,0.0655,-17.948,0.0515,114.695,2,4,calm
what you love you must love now,everywhere and right here,the six parts seven,3l0fpx8bielkh57ff3exkd,2004-08-16,59,322160,0.256,0.3670000000000001,0.456,0.8809999999999999,0.119,0.0682,-10.865,0.0306,70.357,4,4,calm
what's good,what's good,fenne lily,6obl3esnguz8pllwdwinws,2017-03-17,49,216875,0.542,0.935,0.0957,6.4e-06,0.182,0.259,-14.518,0.0404,134.739,8,4,sad
when they come,when they come,threading hair,100jbpd7nuimrir7erxq9s,2019-09-16,57,262000,0.501,0.922,0.378,0.825,0.115,0.193,-14.959,0.0269,108.034,6,4,calm
when you left,when you left,rouge haven,1uu52k2fxy7hl4lq8attyy,2020-04-21,52,177224,0.56,0.984,0.0853,0.918,0.108,0.113,-15.918,0.0324,96.646,5,4,calm
where your mind wants to go - rone remix,where your mind wants to go (rone remix),blonde redhead,4podzqgdj6iwci7jruy5xf,2018-08-10,14,336481,0.6509999999999999,0.333,0.848,0.763,0.101,0.154,-8.941,0.0458,119.977,10,4,sad
while the rest of the world sleeps,while the rest of the world sleeps,josh kramer,4hi0t9qqodb9k3asm8sfb6,2020-01-31,35,231841,0.423,0.988,0.0442,0.947,0.108,0.182,-21.088,0.0378,73.407,11,4,calm
whiskey in the jar,"garage, inc.",metallica,77gy3wsonesq9jowgbmdlj,1998-11-24,0,304893,0.511,5.36e-06,0.972,0.00101,0.19,0.532,-3.751,0.0413,132.97,10,4,energetic
white sparks,white sparks,wilson trouvé,7lf1xx9nnuvftrrlijseoh,2019-12-13,30,126801,0.574,0.989,0.0835,0.935,0.117,0.265,-22.763,0.0413,106.027,10,4,calm
wild wild son - club mix,wild wild son (club mix),armin van buuren,2fgo49rzwsvwkcwakspwq8,2018-10-19,35,218200,0.526,0.00138,0.867,0.00064,0.0975,0.12,-4.332,0.0659,132.106,5,4,energetic
willet,swan,dust follows,6uesrqzxshkmjy07kvnlku,2020-03-27,48,179610,0.425,0.967,0.168,0.818,0.16,0.0376,-14.064,0.0322,90.076,0,4,calm
wished,wished,sorry,4wibisn9ephsqi90sblhad,2017-11-11,28,193074,0.445,0.332,0.536,0.0645,0.0576,0.486,-7.65,0.0261,172.15,7,4,sad
without,inertia,the exies,4qguryo5rjexa48aurwklz,2003-01-01,19,209906,0.523,0.000357,0.95,0.0,0.0944,0.479,-4.415,0.0467,99.231,6,4,energetic
wolkendans,soms alleen,doeke,3buuxhhwq4aqvda9dzvsry,2020-07-10,32,120029,0.38,0.996,0.0355,0.91,0.115,0.22,-27.118,0.0465,179.205,0,4,calm
wonderful together (feat. envy monroe),wonderful together (feat. envy monroe),blasterjaxx,3uastdvn7y9a6kttmkfdtk,2019-06-14,53,203076,0.591,0.0484,0.759,1.23e-06,0.108,0.235,-3.785,0.0404,130.043,5,4,happy
